State,UnitID,InstitutionName,Control,TotalEnrollment,SFA1819,SFA1718_RV,SFA1617_RV,SFA1516_RV,SFA1415_RV,SFA1314_RV,SFA1213_RV,SFA1112_RV,SFA1011_RV,SFA0910_RV,EFIA2019,EFIA2018_RV,EFIA2017_RV,EFIA2016_RV,EFIA2015_RV,EFIA2014_RV,EFIA2013_RV,EFIA2012_RV,EFIA2011_RV,EFIA2010_RV,IC2019_AY,IC2018_AY,IC2017_AY,IC2016_AY,IC2015_AY,IC2014_AY,IC2013_AY,IC2012_AY,IC2011_AY_RV,IC2010_AY_RV,IC2009_AY_RV,PercentUndergradAid
TX,,Ogle School Hair Skin Nails-Denton,3,139,3059,4731,5379,5719,5165,5169,5514,5790,,,,,,,,,,,,,,,,,,,,,,,,77
TX,,Ogle School Hair Skin Nails-Ft Worth,3,279,5834,4709,5564,5773,5161,4906,5086,4130,4080,7033,,,,,,,,,,,,,,,,,,,,,,78
TX,,Ogle School Hair Skin Nails-Hurst,3,162,5580,4242,5615,5666,5498,5153,5434,4810,4364,6799,,,,,,,,,,,,,,,,,,,,,,78
TX,,Ogle School Hair Skin Nails-North Dallas,3,215,5514,4736,5294,5651,5587,5500,5570,5223,5199,,,,,,,,,,,,,,,,,,,,,,,80
TX,,Ogle School Hair Skin Nails-San Antonio,3,283,5695,4833,5478,5380,5836,5578,5055,6711,,,,,,,,,,,,,,,,,,,,,,,,79
TX,,Ogle School Hair Skin Nails-Stafford,3,373,5578,5065,5412,5855,6174,5081,,,,,,,,,,,,,,,,,,,,,,,,,,84
TX,,Our Lady of the Lake University,2,1419,5928,6065,6245,7084,6848,7531,6533,7207,5975,6889,,,,,,,,,,,28740,28192,27160,26148,24596,23938,23420,22756,21900,20824,,100
TX,,Palo Alto College,1,9852,4195,4141,4568,4168,5327,4038,3814,4749,4563,3536,,,,,,,,,,,2820,2760,2188,2088,2088,2038,2038,1952,1562,1562,,85
TX,,Panola College,1,2766,4669,4845,4582,4182,3971,4137,3013,2291,2561,,,,,,,,,,,,1920,1872,1824,1752,1680,1680,1608,1608,1464,1344,,83
TX,,Paris Junior College,1,4959,4478,,,,,,,5566,3133,3081,,,,,,,,,,,2400,2400,2250,1548,1548,1428,1356,1284,1164,1140,,85
TX,,Parker University,2,458,10127,7341,9189,7564,6738,4494,,,,,,,,,,,,,,,15564,15564,15276,15052,14650,15230,,,,,,89
TX,,Paul Mitchell the School-Arlington,3,328,7610,7840,7846,7389,8177,11907,11680,9359,,,,,,,,,,,,,,,,,,,,,,,,84
TX,,Paul Mitchell the School-Austin,3,140,7075,8413,8731,9439,9309,9861,9810,8200,8886,8706,,,,,,,,,,,,,,,,,,,,,,78
TX,,Paul Mitchell the School-Houston,3,471,10496,9738,9321,10855,11127,10781,10159,8686,9041,9128,,,,,,,,,,,,,,,,,,,,,,77
TX,,Paul Mitchell the School-San Antonio,3,272,7727,7274,7890,8771,8749,10456,10065,8560,8811,9252,,,,,,,,,,,,,,,,,,,,,,72
TX,,Paul Mitchell the School-Webster,3,152,8950,9513,8595,7868,,,,,,,,,,,,,,,,,,,,,,,,,,,,95
TX,,Paul Quinn College,2,550,2685,2561,4796,2127,5971,5858,8622,7937,4266,4462,,,,,,,,,,,8920,8495,8318,8275,13375,13525,12400,12350,12350,10650,,99
TX,,PCCenter,3,20,,9500,,9500,7422,3364,3206,3299,2596,6395,,,,,,,,,,,,,,,,,,,,,,
TX,,PCI Health Training Center,3,445,7352,7616,7641,7050,6501,6420,6630,6346,5824,5687,,,,,,,,,,,,,,,,,,,,,,88
TX,,Peloton College,3,160,5530,9131,7624,4332,4367,4536,5750,5786,6833,,,,,,,,,,,,13225,,,,,,,,,,,73
TX,,Peloton College,3,70,5591,8225,7885,,,,,,,,,,,,,,,,,,13225,12900,,,,,,,,,,69
TX,,Pima Medical Institute-El Paso,3,483,2629,5786,6572,8688,8050,,,,,,,,,,,,,,,,,,,,,,,,,,,62
TX,,Pima Medical Institute-Houston,3,784,3649,7103,7490,7555,7181,7417,6528,6501,5800,7800,,,,,,,,,,,,,,,,,,,,,,80
TX,,Pima Medical Institution-San Antonio,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,Pipo Academy of Hair Design,3,30,,,,,,,,,8713,6531,,,,,,,,,,,,,,,,,,,,,,82
TX,,Platt College-Edge Tech Academy,3,22,9497,7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71
TX,,Platt College-STVT-Corpus Christi,3,389,9955,8815,10384,9488,9250,6419,4660,8400,8656,8456,,,,,,,,,,,,,,,,,,,,,,81
TX,,Platt College-STVT-McAllen,3,431,7062,6736,8025,7145,7854,5166,3884,9870,5978,6673,,,,,,,,,,,,,,,,,,,,,,94
TX,,Platt College-STVT-San Antonio,3,658,10817,9206,10576,8332,8894,6743,,,,,,,,,,,,,,,,,,,,,,,,,,81
TX,,Prairie View A & M University,1,8524,6187,5646,6022,5899,6401,6416,6888,6294,5936,6334,,,,,,,,,,,10533,9959,10059,9745,9461,6764,6404,6132,6856,6763,,91
TX,,Preparing People Barber Styling College,3,26,,9354,5202,4873,4700,4700,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,Professional Career Training Institute,3,88,,4183,3403,4035,4897,4498,7036,4760,5763,3575,,,,,,,,,,,,,,,,,,,,,,
TX,,Quest College,3,60,6111,5139,5415,5417,4458,4988,4986,5603,6472,6420,,,,,,,,,,,,,,,,,,,,,,87
TX,,Ranger College,1,2414,4642,5158,5176,4944,4604,4880,4910,4789,4721,3455,,,,,,,,,,,3065,3065,2590,2370,2370,2790,2250,2250,2140,2110,,83
TX,,Remington College-Dallas Campus,2,779,9075,9104,8477,8595,9486,9528,8963,8756,8340,6778,,,,,,,,,,,15898,15069,14953,14566,15995,15995,15995,14995,14745,13950,,89
TX,,Remington College-Fort Worth Campus,2,474,8587,8289,7574,7958,8794,10140,9486,9220,8616,7103,,,,,,,,,,,15802,15069,14953,14566,16380,16380,17189,16200,19950,19950,,82
TX,,Remington College-Houston Southeast Campus,2,324,8708,8683,7581,9158,9362,9583,8610,7627,8399,6716,,,,,,,,,,,15529,17327,14566,14566,16755,15995,15995,14995,14745,13950,,90
TX,,Remington College-North Houston Campus,2,448,8793,7575,6822,7628,9071,9174,9779,8667,7862,6371,,,,,,,,,,,15610,15069,14953,14566,15995,15995,15995,14995,14745,13950,,91
TX,,Rice University,2,3992,7188,7531,8364,7380,6957,7600,6233,6620,6738,5658,,,,,,,,,,,47350,45608,43918,42253,40566,38941,37292,35551,33771,32057,,69
TX,,Richland College,1,20032,5088,4836,5059,6022,4737,4449,4684,5464,6077,5360,,,,,,,,,,,1770,1770,1770,1770,1665,1560,1350,1350,1230,1230,,51
TX,,Rio Grande Valley College,3,626,7348,6811,6396,6740,7779,4686,5308,5612,,,,,,,,,,,,,,,,,,,,,,,,35
TX,,Saint Edward's University,2,3789,9678,9693,8810,8949,8770,8376,7886,8557,8978,8810,,,,,,,,,,,45428,43300,41178,38720,36550,33720,31110,28700,26484,24440,,97
TX,,Salon & Spa Institute,3,84,6168,4861,7798,4098,7484,9867,6136,4400,3676,3177,,,,,,,,,,,,,,,,,,,,,,98
TX,,Salon Boutique Academy,3,135,7980,7564,6177,4621,5422,,,,,,,,,,,,,,,,,,,,,,,,,,,79
TX,,Salon Professional Academy of San Antonio,3,55,7680,6122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
TX,,Sam Houston State University,1,18498,5903,5925,6005,5790,6395,6453,6446,6080,5585,5858,,,,,,,,,,,8296,8062,7762,7618,7294,7022,6608,5972,5704,6515,,86
TX,,San Antonio College,1,17573,5619,5517,5378,4993,4862,5103,5120,5379,5154,4429,,,,,,,,,,,2820,2760,2188,2088,2088,2038,2038,1952,1562,1562,,78
TX,,San Jacinto Community College,1,32137,3524,2990,3311,3574,3655,3469,3273,3431,3238,3105,,,,,,,,,,,1548,1500,1500,1408,1408,1312,1312,1182,1470,1250,,51
TX,,School of Automotive Machinists & Technology,3,182,5223,6195,5313,6903,7190,7596,7871,6436,7587,6858,,,,,,,,,,,,,,,,,,,,,,71
TX,,Schreiner University,2,1319,9958,11011,8309,9541,7390,7261,7555,7354,6578,8235,,,,,,,,,,,27960,26900,25750,25086,24360,22484,21540,20355,19548,18731,,97
TX,,Sebring Career Schools-Houston,3,115,3500,,,,,,,,5500,,,,,,,,,,,,,,,,,,,,,,,38
TX,,Sebring Career Schools-Huntsville,3,31,5507,5816,4972,5600,5472,2800,2884,2662,3007,2590,,,,,,,,,,,,,,,,,,,,,,95
TX,,Seguin Beauty School-New Braunfels,3,22,7202,8833,9178,8359,7455,7804,6000,6992,3733,5185,,,,,,,,,,,,,,,,,,,,,,83
TX,,Seguin Beauty School-Seguin,3,22,10027,8348,9180,6962,8092,6982,6113,7344,3053,7081,,,,,,,,,,,,,,,,,,,,,,79
TX,,South Plains College,1,9310,5077,4855,5242,4469,5005,5165,3894,4855,3590,4297,,,,,,,,,,,2240,2240,2240,2240,2584,2497,2114,1924,1468,1444,,82
TX,,South Texas Barber College Inc,3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
TX,,South Texas College,1,31949,1845,1925,1557,1575,1279,1167,786,1122,837,738,,,,,,,,,,,3780,3720,3606,3486,3306,3246,5160,5160,2364,2148,,89
TX,,South Texas College of Law Houston,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,South Texas Training Center,3,75,3151,4000,4000,5882,7808,7742,7742,2950,125,950,,,,,,,,,,,10695,10695,10695,10000,10000,8400,8400,5080,5080,5080,,90
TX,,South Texas Vocational Technical Institute-Brownsville,3,326,6541,6183,8721,6735,6785,5720,3761,7617,5374,7873,,,,,,,,,,,,,,,,,,,,,,63
TX,,South Texas Vocational Technical Institute-Weslaco,3,458,7933,8478,9887,5816,6602,5135,3622,7947,6388,7410,,,,,,,,,,,,,,,,,,,,,,82
TX,,South University-Austin,3,302,,8357,5861,5277,5467,6500,7348,,,,,,,,,,,,,,17014,17014,17358,16761,16360,16360,16360,,,,,100
TX,,Southeast Texas Career Institute,3,89,3917,6105,5349,5915,5573,5312,5094,5869,4964,6027,,,,,,,,,,,,,,,,,,,,,,85
TX,,Southern Careers Institute-Austin,3,596,4440,4677,4448,4705,8024,6965,7848,5265,5081,3726,,,,,,,,,,,,,,,,,,,,,,88
TX,,Southern Careers Institute-Brownsville,3,362,5368,5933,5579,5162,7856,6757,7448,7008,3219,433,,,,,,,,,,,,,,,,,,,,,,88
TX,,Southern Careers Institute-Corpus Christi,3,353,5230,5530,5251,5060,6420,7025,8220,4898,4260,1093,,,,,,,,,,,,,,,,,,,,,,87
TX,,Southern Careers Institute-Harlingen,3,333,5477,5837,4937,5418,8544,7243,8608,8484,5112,787,,,,,,,,,,,,,,,,,,,,,,87
TX,,Southern Careers Institute-Pharr,3,472,5627,5346,5058,5474,8268,7059,8122,3552,4264,1249,,,,,,,,,,,,,,,,,,,,,,89
TX,,Southern Careers Institute-San Antonio,3,412,5083,5169,4649,5037,7004,5765,9800,5344,4845,869,,,,,,,,,,,,,,,,,,,,,,88
TX,,Southern Careers Institute-San Antonio,3,520,5013,5306,3697,5318,8331,8149,8718,,,,,,,,,,,,,,,,,,,,,,,,,91
TX,,Southern Careers Institute-Waco,3,,4750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
TX,,Southern Methodist University,2,6479,11950,9927,10162,8606,10785,8988,7948,7747,7693,7334,,,,,,,,,,,54492,52498,50358,48190,45940,43800,41750,39430,37230,35160,,82
TX,,Southern Texas Careers Academy,3,,,4542,3346,3835,3500,3484,8000,,,,,,,,,,,,,,,,,,,,,,,,,0
TX,,Southwest Collegiate Institute for the Deaf,1,87,7917,7422,,4274,2750,4042,4826,6080,6509,4158,,,,,,,,,,,2560,2560,2560,2542,2282,2222,2222,2012,1712,1712,,100
TX,,Southwest School of Business and Technical Careers-San Antonio,3,39,4835,3817,3708,3775,3361,3589,3693,3707,3945,3790,,,,,,,,,,,,,,,,,,,,,,91
TX,,Southwest Texas Junior College,1,6894,4681,4228,4560,4213,4235,4567,4278,4969,5057,4377,,,,,,,,,,,2382,2286,2116,2116,2020,1996,1960,1960,1670,1670,,84
TX,,Southwest University at El Paso,3,1481,10521,10342,9874,9072,9363,7989,9404,7700,8047,7808,,,,,,,,,,,15500,15000,15000,15000,14300,14300,13000,13000,12500,11000,,99
TX,,Southwestern Adventist University,2,860,7075,5722,6142,6202,6608,6068,5651,5173,6988,6362,,,,,,,,,,,21564,20732,20276,19916,19460,18640,17800,17080,16456,16216,,99
TX,,Southwestern Assemblies of God University,2,1692,6141,6822,7213,6433,7708,7003,6689,6294,6313,7195,,,,,,,,,,,19582,19994,19560,19180,18580,17830,16630,15730,14830,13780,,98
TX,,Southwestern Baptist Theological Seminary,2,,4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
TX,,Southwestern Christian College,2,87,3024,5945,5352,2665,2310,2495,4502,2556,3000,3821,,,,,,,,,,,8131,8136,8136,7764,7764,7620,7504,6910,6185,6185,,100
TX,,Southwestern University,2,1434,7672,7885,8375,8002,9094,8738,8147,8290,7454,7945,,,,,,,,,,,42000,40560,39060,37560,36120,35240,34410,33440,31630,30220,,100
TX,,St Philip's College,1,11590,5313,4756,4991,5066,5988,6072,5770,6636,5435,4259,,,,,,,,,,,2820,2760,2188,2088,2088,2038,2038,1952,1562,1562,,86
TX,,St. Mary's University,2,2373,7742,7816,8016,6772,7989,8217,6796,6986,7304,6371,,,,,,,,,,,30650,29300,28200,27160,26186,25126,24226,23426,22576,21876,,100
TX,,Star College of Cosmetology 2,3,63,,3692,3851,3967,4421,3743,2902,3024,3453,3035,,,,,,,,,,,,,,,,,,,,,,
TX,,Stephen F Austin State University,1,11398,6584,6355,6380,6432,6848,7032,7128,6682,6173,7758,,,,,,,,,,,8316,7716,7716,7560,8892,8412,7928,7344,6998,6732,,86
TX,,Strand Institute of Beauty & Esthetics,3,11,3934,9348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
TX,,Strayer University-Texas,3,2084,6268,11177,8718,7151,5597,9731,5377,,11316,,,,,,,,,,,,13380,13857,12975,12975,12975,15495,14985,14805,14085,,,50
TX,,Sul Ross State University,1,2137,6233,6030,6020,5697,6283,6368,6019,5709,4627,5359,,,,,,,,,,,6816,8072,6419,5927,5676,5436,4764,4764,4568,4396,,91
TX,,Tarleton State University,1,11315,10302,9885,9016,8415,8254,9624,8851,4477,5008,4831,,,,,,,,,,,7292,7367,7140,6630,6516,5856,5522,5281,5195,4909,,87
TX,,Tarrant County College District,1,51100,5271,4858,5182,3635,3482,3575,3827,3690,3487,3477,,,,,,,,,,,1661,1593,1416,1320,1320,1320,1296,1224,1200,1200,,62
TX,,Temple College,1,4911,3955,4316,4860,4678,4998,5848,5618,5912,5503,4718,,,,,,,,,,,2376,2328,2136,2268,2160,2160,2160,2112,1920,1800,,78
TX,,Texarkana College,1,4239,5613,5487,4992,5786,5726,5755,4900,,,,,,,,,,,,,,2236,2116,2116,1952,1880,2330,2260,1808,1690,1326,,87
TX,,Texas A & M International University,1,6992,4014,3958,4195,4164,4167,4151,3751,3935,4535,2053,,,,,,,,,,,7176,7143,7016,6635,6453,5818,5714,5409,5105,4739,,97
TX,,Texas A & M University-College Station,1,53743,7046,6863,7033,6641,6675,6037,6122,5929,8844,6988,,,,,,,,,,,11870,11234,11036,10176,9685,8506,8506,8421,8387,8176,,76
TX,,Texas A & M University-Commerce,1,8270,6065,5661,5746,5799,6823,6275,6193,5894,6243,6196,,,,,,,,,,,8748,8434,7750,6202,5892,6583,6583,6283,5998,5500,,91
TX,,Texas A & M University-Corpus Christi,1,9776,6108,6096,6139,6195,6284,6894,6420,6412,6115,6055,,,,,,,,,,,9055,8750,8424,7976,7655,7172,7084,6594,6294,5618,,71
TX,,Texas A & M University-Kingsville,1,6976,7212,7851,7974,6781,5692,6179,5840,6007,4668,5034,,,,,,,,,,,8922,8462,8049,7700,7554,6940,6940,6640,6346,4386,,88
TX,,Texas A & M University-System Office,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,Texas A&M University-Central Texas,1,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,Texas A&M University-San Antonio,1,5703,6392,6354,4817,,,,,,,,,,,,,,,,,,8656,8216,6562,,,,,,,,,86
TX,,Texas A&M University-Texarkana,1,1699,7077,6239,7118,6599,5928,5241,4579,4544,4631,,,,,,,,,,,,7363,6963,6840,6411,6059,5578,5328,4974,4467,,,91
TX,,Texas Barber College,3,677,6724,8352,9488,7384,7261,7267,6770,7259,7885,6756,,,,,,,,,,,,,,,,,,,,,,95
TX,,Texas Beauty College,3,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
TX,,Texas Chiropractic College Foundation Inc,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,Texas Christian University,2,9445,12663,14443,14693,13175,12895,12707,10389,7839,8257,9439,,,,,,,,,,,46950,44760,42670,40720,38600,36590,34590,32490,30090,28298,,83
TX,,Texas College,2,1042,6722,6561,5406,5565,6353,5872,3664,6269,6837,6392,,,,,,,,,,,10008,10008,10008,10008,10008,10008,9682,9682,9482,9490,,78
TX,,Texas College of Cosmetology-Abilene,3,72,,,,,,,,4000,1661,1272,,,,,,,,,,,,,,,,,,,,,,90
TX,,Texas College of Cosmetology-Lubbock,3,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
TX,,Texas College of Cosmetology-San Angelo,3,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
TX,,Texas Health and Science University,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,Texas Health School,3,139,6861,7880,6961,6921,6687,6510,6641,4904,3322,2957,,,,,,,,,,,,,,,,,,,,,,30
TX,,Texas Healthtech Institute,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
TX,,Texas Lutheran University,2,1411,7482,6808,8528,6274,7926,7454,7555,6820,7267,7434,,,,,,,,,,,29960,29960,28910,27900,26800,25890,24990,23930,22890,21910,,100
TX,,Texas Southern University,1,7604,6567,6512,6303,6136,6705,6647,7214,6718,8387,7808,,,,,,,,,,,9173,9173,9000,8726,8126,7946,7646,7442,7360,6401,,95
TX,,Texas Southmost College,1,7130,4085,4040,4132,4208,3377,3907,3727,3679,3584,4070,,,,,,,,,,,3198,3198,3198,3198,5282,5372,5488,5352,5109,4872,,90
TX,,Texas State Technical College,1,12445,4528,5026,4800,5920,5960,,,,,,,,,,,,,,,,5570,5123,4665,4386,,,,,,,,82
TX,,Texas State University,1,34187,6018,5882,5883,5995,6060,6090,6403,6262,5969,5459,,,,,,,,,,,10280,9985,9605,9348,8950,8060,7732,7264,6458,6168,,76
TX,,Texas Tech University,1,31957,8661,8237,8163,8102,8550,7495,7700,7418,9085,8565,,,,,,,,,,,9080,8860,8428,8028,7811,7517,7517,7380,6970,6210,,78
TX,,Texas Tech University Health Sciences Center,1,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,Texas Tech University Health Sciences Center-El Paso,1,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,Texas Tech University System Administration,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,Texas Wesleyan University,2,1456,9025,6129,7453,7147,9427,10020,7368,8857,8843,7080,,,,,,,,,,,30300,27800,26050,24454,23144,22040,20840,19760,18710,17760,,100
TX,,Texas Woman's University,1,10388,5566,5458,5351,5282,5314,5206,5573,5738,5945,5085,,,,,,,,,,,7796,7486,7238,6948,7836,7339,7050,5429,5428,5046,,93
TX,,The Art Institute of Austin,3,546,7704,7339,6149,6810,7342,8620,8273,7525,7198,10093,,,,,,,,,,,17568,17662,17664,17664,17668,17668,17808,17768,17568,23052,,92
TX,,The Art Institute of Houston,3,947,8227,7911,7360,6199,7932,7920,8708,7799,8442,10089,,,,,,,,,,,17568,17662,17664,17664,17668,17668,17868,17868,17618,22804,,89
TX,,The Art Institute of San Antonio,3,671,8877,7621,6033,6442,8454,8937,7701,7876,11514,,,,,,,,,,,,17568,17662,17664,17664,17668,17668,17868,17868,17618,,,90
TX,,The College of Health Care Professions-Austin,3,435,6338,6437,6805,6399,5992,6728,6768,8200,8089,6228,,,,,,,,,,,,,,,,,,,,,,85
TX,,The College of Health Care Professions-Dallas,3,85,5814,5327,7952,7127,6021,5979,5994,,,,,,,,,,,,,,,,,,,,,,,,,86
TX,,The College of Health Care Professions-Fort Worth,3,509,6284,6517,6829,6980,6083,6942,5029,,,,,,,,,,,,,,,,,,,,,,,,,83
TX,,The College of Health Care Professions-McAllen Campus,3,432,6429,6891,6965,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
TX,,The College of Health Care Professions-Northwest,3,1552,6405,6850,7539,7404,5970,6899,6579,8641,8956,6086,,,,,,,,,,,,,,,,,,,,,,82
TX,,The College of Health Care Professions-San Antonio,3,321,7545,7452,7281,7927,6556,7885,7027,7148,7428,6709,,,,,,,,,,,,,,,,,,,,,,81
TX,,The College of Health Care Professions-South San Antonio,3,143,5929,4584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97
TX,,The College of Health Care Professions-Southwest Houston,3,600,6069,6735,6646,6773,5929,5940,7453,6350,6428,6439,,,,,,,,,,,,,,,,,,,,13213,,81
TX,,The Culinary School of Fort Worth,3,32,11169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
TX,,The Healthcare Institute,3,82,5876,7813,6732,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
TX,,The King's University,2,362,5854,8027,5500,5125,5250,5459,4736,5500,8400,9387,,,,,,,,,,,15000,14400,13650,12990,12390,11475,10755,10080,9600,9150,,89
TX,,The Recording Conservatory of Austin,3,41,18675,15865,9377,11188,20584,,,,,,,,,,,,,,,,,,,,,,,,,,,30
TX,,The Salon Professional Academy-Georgetown,3,37,5614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88
TX,,The Salon Professional Academy-Lewisville,3,109,6120,6013,6910,7144,6897,7255,7489,7212,3651,,,,,,,,,,,,,,,,,,,,,,,64
TX,,The University of Texas at Arlington,1,34472,5886,5511,6766,5790,5916,5948,5992,5552,5343,5648,,,,,,,,,,,10496,9952,9616,9208,8878,8878,8878,8878,8500,8186,,90
TX,,The University of Texas at Austin,1,40804,4131,5233,5887,5912,6354,5650,5986,5957,6109,5048,,,,,,,,,,,10610,10398,10092,9806,9830,9798,9790,9794,9416,8936,,67
TX,,The University of Texas at Dallas,1,19872,6546,6417,6314,6567,6604,6137,5696,5723,5982,5510,,,,,,,,,,,13034,11528,11192,10864,10864,10864,10666,10276,9886,9510,,78
TX,,The University of Texas at El Paso,1,21464,4674,4465,4444,4395,4867,4422,4534,4021,3694,5187,,,,,,,,,,,8198,7851,7548,7259,7259,7255,7214,7065,6731,6223,,86
TX,,The University of Texas at San Antonio,1,27988,6082,6633,6037,6044,5955,6533,6265,5883,5931,6340,,,,,,,,,,,8049,7969,7700,7447,7457,7457,7389,7042,6718,6417,,83
TX,,The University of Texas at Tyler,1,7333,5627,5624,5501,5111,6063,5543,5429,4734,5690,5173,,,,,,,,,,,8292,7822,7602,7312,7312,7222,7222,6592,6322,6042,,85
TX,,The University of Texas Health Science Center at Houston,1,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,The University of Texas Health Science Center at San Antonio,1,774,,,,,,,,,,,,,,,,,,,,,,,,,,,7244,6944,4979,4481,,
TX,,The University of Texas MD Anderson Cancer Center,1,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,The University of Texas Medical Branch at Galveston,1,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,The University of Texas of the Permian Basin,1,4744,5510,5522,3316,3446,4064,4144,4304,4072,3414,4030,,,,,,,,,,,6260,5782,5774,5250,5250,5250,5250,5124,4900,4502,,91
TX,,The University of Texas Rio Grande Valley,1,24678,4086,3790,3841,3828,3958,3831,3828,4043,3804,4363,,,,,,,,,,,7813,7587,7438,7292,5173,5173,5165,5034,4795,4561,,90
TX,,The University of Texas System Office,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,The Vocational Nursing Institute Inc,2,11,9500,7100,9500,12122,28441,,,,,,,,,,,,,,,,,,,,,,,,,,,67
TX,,Tint School of Makeup and Cosmetology-Dallas,3,172,5196,4725,4918,7123,4893,4886,2155,1992,6802,3356,,,,,,,,,,,,,,,,,,,,,,76
TX,,Tint School of Makeup and Cosmetology-Irving,3,135,6192,5980,5845,6491,4648,4504,2305,3041,2758,2467,,,,,,,,,,,,,,,,,,,,,,90
TX,,Toni & Guy Hairdressing Academy-Plano,3,169,7301,7517,7687,8200,7892,10885,11988,12455,10457,9008,,,,,,,,,,,,,,,,,,,,,,70
TX,,Tonsorial Arts Barber College,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
TX,,Total Transformation Institute of Cosmetology,3,35,5483,4375,4298,4891,5375,5421,,,,,,,,,,,,,,,,,,,,,,,,,,88
TX,,Trend Barber College,3,100,7724,10250,6539,3792,7681,10732,4291,3662,4472,4490,,,,,,,,,,,,,,,,,,,,,,100
TX,,Trend Barber College,3,92,6949,11000,8107,2500,2602,,,,,,,,,,,,,,,,,,,,,,,,,,,95
TX,,Tri-State Cosmetology Institute,3,159,4708,4884,5441,6302,5899,6460,5117,4422,2013,2007,,,,,,,,,,,,,,,,,,,,,,92
TX,,Trinity University,2,2474,9651,7950,8316,9197,8395,8725,10071,9929,7398,9411,,,,,,,,,,,42976,41344,39560,37856,36214,34678,32868,31356,30015,28452,,99
TX,,Trinity Valley Community College,1,4245,4977,4839,4574,4819,4432,4470,4729,4259,4298,4617,,,,,,,,,,,2640,2460,2460,2340,2220,2160,2100,1920,1600,1344,,82
TX,,Tulsa Welding School-Houston,3,1418,6934,6549,7010,6540,5857,,,,,,,,,,,,,,,,,,,,,,,,,,,91
TX,,Tyler Junior College,1,10106,5105,5165,5177,5424,5297,5674,5626,5393,5201,5566,,,,,,,,,,,2962,2784,2634,2410,2352,2352,2262,2262,2000,1912,,76
TX,,UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,3,60,4383,5347,3866,5953,4063,4871,4245,3651,,,,,,,,,,,,,,,,,,,,,,,,100
TX,,UCAS University of Cosemtology Arts & Sciences-McAllen,3,156,5566,4698,4186,4037,5993,4240,4360,4962,5310,6134,,,,,,,,,,,,,,,,,,,,,,87
TX,,UCAS University of Cosmetology Arts & Sciences,3,26,,,,,,1855,4512,4618,3895,5688,,,,,,,,,,,,,,,,,,,,,,
TX,,UCAS University of Cosmetology Arts & Sciences-Harlingen,3,105,3492,3203,3476,3476,4270,4994,6051,4995,5429,6798,,,,,,,,,,,,,,,,,,,,,,100
TX,,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,3,60,2330,3727,3310,3018,2880,5228,,4126,6400,5763,,,,,,,,,,,,,,,,,,,,,,100
TX,,Universal Technical Institute of Texas Inc.,3,1426,7740,8280,8494,8536,8284,9243,8803,7864,7677,9018,,,,,,,,,,,,,,,,,,,,,,96
TX,,Universal Technical Institute-Dallas Fort Worth,3,1266,8696,8885,9242,8513,9918,10234,10144,9649,,,,,,,,,,,,,,,,,,,,,,,,94
TX,,University of Dallas,2,1471,7942,7915,7987,8436,7872,8392,8308,7373,6295,7456,,,,,,,,,,,40652,38716,37230,35800,34430,33110,31070,31150,29530,26294,,99
TX,,University of Houston,1,38348,6420,6369,6463,6181,6618,6131,6164,5776,6585,6171,,,,,,,,,,,8913,9706,9519,8759,8605,8401,8094,7513,7342,6921,,87
